,id,name,price,price_ca,price_uk,price_au,discount,year_published,min_players,max_players,min_playtime,max_playtime,min_age,comment_count,num_user_ratings,average_user_rating,average_learning_complexity,average_strategy_complexity,visits,plays,listing_clicks,is_historical_low,players,playtime,name_lower,index
99,At2SeILgUe,Warfighter: WWII Expansion 44 - Medals,0.00,18.95,0.00,0.00,0.00,2018.0,1.0,6.0,45.0,240.0,,0,0,0.0,0.0,0.0,58,0,0,False,1-6,45-240,warfighter: wwii expansion 44 - medals,
20,M3JeKuokf7,Old School Tactical: Stalingrad,0.00,0.00,0.00,0.00,0.00,2016.0,2.0,2.0,60.0,60.0,,0,0,0.0,0.0,0.0,44,0,0,False,2,60,old school tactical: stalingrad,
23,mhei2GTJ8u,Warfighter: WWII Expansion 5 Ammo Box Card Decks,0.00,0.00,0.00,0.00,0.00,2017.0,1.0,6.0,30.0,90.0,13.0,0,0,0.0,0.0,0.0,42,0,0,False,1-6,30-90,warfighter: wwii expansion 5 ammo box card decks,
30,gNT2gT3wD2,Warfighter: WWII Z Expansion 51 - R'lyeh,14.99,18.95,0.00,0.00,0.00,2019.0,1.0,6.0,30.0,90.0,,0,0,0.0,0.0,0.0,40,0,0,True,1-6,30-90,warfighter: wwii z expansion 51 - r'lyeh,
42,LW5rDNDd9v,Warfighter: WWII Expansion 6 - United States 2,14.99,18.95,0.00,21.99,0.25,2016.0,1.0,6.0,30.0,90.0,13.0,0,1,4.0,0.0,0.0,35,0,0,False,1-6,30-90,warfighter: wwii expansion 6 - united states 2,
43,TEnuBPhoXb,Warfighter: WWII Expansion 37 - Vehicle Pack 2,39.51,0.00,0.00,0.00,0.00,2019.0,1.0,6.0,30.0,90.0,,0,0,0.0,0.0,0.0,34,0,0,False,1-6,30-90,warfighter: wwii expansion 37 - vehicle pack 2,
48,56V4OBVhrk,Built for War,52.99,68.99,0.00,0.00,0.24,2022.0,1.0,4.0,60.0,90.0,14.0,0,0,0.0,0.0,0.0,33,0,0,False,1-4,60-90,built for war,
51,K6eRCsDsSY,Warfighter: WWII Expansion 34 Canada 1,19.99,0.00,0.00,0.00,0.00,2018.0,1.0,6.0,45.0,240.0,,0,0,0.0,0.0,0.0,31,0,0,False,1-6,45-240,warfighter: wwii expansion 34 canada 1,
63,9sdsMOEj9K,Warfighter: WWII Expansion 9 - Russia 1,14.99,18.95,0.00,21.99,0.25,2016.0,1.0,6.0,30.0,90.0,13.0,0,1,4.0,0.0,0.0,27,0,0,False,1-6,30-90,warfighter: wwii expansion 9 - russia 1,
67,LsXr4EXFJI,Warfighter: WWII Expansion 10 - Russia 2,9.99,18.95,0.00,21.99,0.50,2016.0,1.0,6.0,30.0,90.0,13.0,0,1,4.0,0.0,0.0,26,0,0,True,1-6,30-90,warfighter: wwii expansion 10 - russia 2,
74,G0kwbygA5I,Warfighter: WWII Expansion 53 - Iwo Jima,14.99,18.95,0.00,0.00,0.25,2019.0,1.0,6.0,30.0,90.0,,0,0,0.0,0.0,0.0,25,0,0,False,1-6,30-90,warfighter: wwii expansion 53 - iwo jima,
75,16CBkYG4uI,Warfighter: WWII Expansion 11 - Poland 1,14.99,18.95,0.00,21.99,0.25,2016.0,1.0,6.0,30.0,90.0,13.0,0,1,4.0,0.0,0.0,24,0,0,False,1-6,30-90,warfighter: wwii expansion 11 - poland 1,
79,6RMwUOSCGG,Warfighter: WWII Expansion 46 - Maquis,19.99,18.95,0.00,0.00,0.00,2019.0,1.0,6.0,30.0,90.0,,0,0,0.0,0.0,0.0,24,0,0,False,1-6,30-90,warfighter: wwii expansion 46 - maquis,
84,QF3m4jpCPr,Warfighter: WWII Z Expansion 49 - Castle Frankenstein,0.00,18.95,0.00,0.00,0.00,2019.0,1.0,6.0,30.0,90.0,,0,0,0.0,0.0,0.0,23,0,0,True,1-6,30-90,warfighter: wwii z expansion 49 - castle frankenstein,
86,m9fJDXw414,Warfighter: WWII Expansion 12 - Poland 2,14.99,18.95,0.00,21.99,0.00,2016.0,1.0,6.0,30.0,90.0,13.0,0,1,4.0,0.0,0.0,22,0,0,False,1-6,30-90,warfighter: wwii expansion 12 - poland 2,
17,MQs25qXNSm,Operation Market Garden,0.00,0.00,0.00,0.00,0.00,2021.0,2.0,2.0,20.0,40.0,8.0,0,0,0.0,0.0,0.0,11,0,0,False,2,20-40,operation market garden,
4,vU3CiiniIT,Last Night on Earth: The Zombie Game,35.09,52.75,46.39,85.00,0.41,2007.0,2.0,6.0,90.0,120.0,12.0,0,125,3.1399999999999992,0.0,0.0,528,345,0,False,2-6,90-120,last night on earth: the zombie game,
18,HyywAVOMSj,Zombicide: Dark Side,79.99,109.95,0.00,127.95,0.20,2019.0,1.0,6.0,60.0,60.0,14.0,0,3,3.5833333333333335,0.0,0.0,436,9,0,False,1-6,60,zombicide: dark side,
21,jvVdAyPsLY,Last Night on Earth: The Zombie Game - Timber Peak,36.99,56.95,0.00,0.00,-0.03,2012.0,2.0,6.0,78.0,102.0,12.0,0,8,3.5625,0.0,0.0,315,7,0,False,2-6,78-102,last night on earth: the zombie game - timber peak,
24,fCtspSBz4W,Last Night on Earth: The Zombie Game - 10 Year Anniversary Edition,84.72,88.00,0.00,0.00,0.15,2017.0,2.0,6.0,90.0,90.0,12.0,0,2,4.5,0.0,0.0,198,18,0,False,2-6,90,last night on earth: the zombie game - 10 year anniversary edition,
26,yXSfQq5j5Y,Last Night on Earth: The Zombie Game - Growing Hunger,33.00,0.00,0.00,0.00,0.17,2008.0,2.0,6.0,60.0,60.0,12.0,0,21,3.619047619047619,0.0,0.0,169,41,0,False,2-6,60,last night on earth: the zombie game - growing hunger,
27,PD6RH7DCLY,Zombies!!! Ultimate Collector's Box,39.95,0.00,0.00,0.00,0.85,2017.0,2.0,6.0,,,,0,0,0.0,0.0,0.0,168,1,0,False,2-6,,zombies!!! ultimate collector's box,
28,hRxHwWFrWn,Dead Panic,95.85,32.99,0.00,49.99,-1.40,2013.0,2.0,6.0,90.0,90.0,13.0,0,15,2.7266666666666666,0.0,0.0,164,17,0,False,2-6,90,dead panic,
29,LDQjDbhKGk,The Walking Dead: The Best Defense,40.00,44.99,0.00,0.00,-0.00,2013.0,1.0,4.0,45.0,60.0,15.0,0,7,2.285714285714286,0.0,0.0,157,6,0,False,1-4,45-60,the walking dead: the best defense,
30,q6nLPdyBdA,Last Night on Earth: The Zombie Game - Hero Pack Two,18.99,21.18,0.00,0.00,0.24,2017.0,2.0,6.0,60.0,120.0,12.0,0,0,0.0,0.0,0.0,154,0,0,False,2-6,60-120,last night on earth: the zombie game - hero pack two,
32,HtAEDyVbE6,Last Night on Earth: The Zombie Game - Blood in the Forest,36.99,0.00,30.00,0.00,0.07,2013.0,2.0,6.0,60.0,60.0,12.0,0,1,5.0,0.0,0.0,142,1,0,False,2-6,60,last night on earth: the zombie game - blood in the forest,
33,R3TCmPGlGf,Zombie Slam,6.99,22.32,0.00,0.00,0.72,2017.0,2.0,6.0,15.0,15.0,13.0,0,1,2.5,0.0,0.0,138,2,0,True,2-6,15,zombie slam,
36,luf4cvSX29,Zombicide: Black Plague - Special Guest Adrian Smith,0.00,0.00,0.00,0.00,0.00,2015.0,1.0,6.0,60.0,90.0,10.0,0,4,3.5,0.0,0.0,125,0,0,False,1-6,60-90,zombicide: black plague - special guest adrian smith,
38,zTSrqGrZ9i,Zombicide: Special Guest - Adrian Smith,18.74,28.99,0.00,0.00,0.25,2014.0,1.0,6.0,60.0,60.0,,0,2,4.0,0.0,0.0,117,0,0,False,1-6,60,zombicide: special guest - adrian smith,
40,mBFqD3VzTD,Last Night on Earth: The Zombie Game - Survival of the Fittest,27.83,7.80,0.00,0.00,-0.12,2010.0,2.0,6.0,60.0,72.0,12.0,0,6,3.666666666666667,0.0,0.0,116,10,0,False,2-6,60-72,last night on earth: the zombie game - survival of the fittest,
41,BvD4KuXPhj,Last Night on Earth: The Zombie Game - Hero Pack One,22.19,21.18,0.00,0.00,-0.23,2010.0,2.0,6.0,90.0,120.0,12.0,0,5,4.0,0.0,0.0,116,19,0,False,2-6,90-120,last night on earth: the zombie game - hero pack one,
42,0EBKlYiZG4,Zombicide: Invader - Survivors of the Galaxy,19.99,28.04,0.00,35.95,0.20,2019.0,1.0,12.0,60.0,60.0,14.0,0,0,0.0,0.0,0.0,113,0,0,False,1-12,60,zombicide: invader - survivors of the galaxy,
43,9YvDO9FOud,Escape: Zombie City - Expansion 1 The Survivor Chronicles,24.95,36.95,0.00,47.99,0.29,2015.0,2.0,4.0,15.0,20.0,10.0,0,2,3.0,0.0,0.0,107,3,0,False,2-4,15-20,escape: zombie city - expansion 1 the survivor chronicles,
44,bAcfhRf2rd,Zombicide: Special Guest - John Kovalic,19.99,8.24,0.00,33.99,0.20,2015.0,1.0,12.0,60.0,60.0,13.0,0,2,5.0,0.0,0.0,107,0,0,False,1-12,60,zombicide: special guest - john kovalic,
46,tHAxXPUxB7,Zombicide: Box of Zombies Set #4 - Walk of the Dead 2,14.99,16.71,19.87,29.99,0.40,,,,,,,0,1,5.0,0.0,0.0,92,0,0,False,,,zombicide: box of zombies set #4 - walk of the dead 2,
47,MVYGsxKCah,The Walking Dead: The Board Game,39.99,0.00,0.00,0.00,0.00,2011.0,1.0,6.0,30.0,60.0,13.0,0,10,2.8,0.0,0.0,92,10,0,False,1-6,30-60,the walking dead: the board game,
48,Oz0OegLJzM,Zombicide: Gaming Night 2 Black Friday,27.95,0.00,0.00,0.00,0.00,2014.0,1.0,6.0,60.0,60.0,13.0,0,1,5.0,0.0,0.0,87,0,0,False,1-6,60,zombicide: gaming night 2 black friday,
49,JijHVBzU6M,Zombie in My Pocket,0.00,0.00,0.00,0.00,0.00,2010.0,1.0,8.0,30.0,30.0,11.0,0,12,2.75,0.0,0.0,82,56,0,False,1-8,30,zombie in my pocket,
51,co4nE92bWe,Zombies!!! 11: Death Inc.,24.95,24.95,0.00,24.99,0.00,2012.0,2.0,6.0,60.0,120.0,16.0,0,1,4.0,0.0,0.0,80,1,0,False,2-6,60-120,zombies!!! 11: death inc.,
54,tyywEq7n4q,Last Night on Earth: The Zombie Game - Special Edition Soundtrack,8.95,0.00,0.00,0.00,0.25,2007.0,2.0,6.0,60.0,60.0,,0,1,5.0,0.0,0.0,68,0,0,False,2-6,60,last night on earth: the zombie game - special edition soundtrack,
58,khOZns7lbE,Last Night on Earth: The Zombie Game - Zombies with Grave Weapons Miniature Set,41.47,22.95,0.00,79.99,-1.31,2010.0,2.0,6.0,60.0,72.0,12.0,0,3,3.6666666666666665,0.0,0.0,55,4,0,False,2-6,60-72,last night on earth: the zombie game - zombies with grave weapons miniature set,
59,0Z28loAuhV,All Things Zombie,0.00,0.00,0.00,0.00,0.00,2009.0,1.0,6.0,40.0,40.0,12.0,0,3,2.6666666666666665,0.0,0.0,54,13,0,False,1-6,40,all things zombie,
60,aAAuiUPLoM,Last Night on Earth: The Zombie Game - Radioactive with Grave Weapons,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,6.0,90.0,90.0,,0,1,5.0,0.0,0.0,54,0,0,False,2-6,90,last night on earth: the zombie game - radioactive with grave weapons,
61,XOSK7xoha7,Last Night on Earth: The Zombie Game - Radioactive Grave Dead,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,6.0,90.0,90.0,12.0,0,2,4.0,0.0,0.0,53,1,0,False,2-6,90,last night on earth: the zombie game - radioactive grave dead,
62,QRURCU0dpY,Zombicide: Gaming Night 3 Zombie Trap,27.95,0.00,0.00,44.87,0.00,2014.0,1.0,6.0,60.0,60.0,13.0,0,0,0.0,0.0,0.0,52,0,0,False,1-6,60,zombicide: gaming night 3 zombie trap,
63,ehvTPiLY9C,Last Night on Earth: The Zombie Game - Hold the Line,0.00,0.00,0.00,0.00,0.00,2013.0,2.0,6.0,90.0,90.0,12.0,0,2,4.0,0.0,0.0,48,1,0,False,2-6,90,last night on earth: the zombie game - hold the line,
64,OdmPTkgC6Y,Last Night on Earth: The Zombie Game - Airstrike Supplement,0.00,0.00,0.00,0.00,0.00,2014.0,2.0,6.0,90.0,90.0,12.0,0,2,4.0,0.0,0.0,45,1,0,False,2-6,90,last night on earth: the zombie game - airstrike supplement,
65,VKpP18tB5i,Last Night on Earth: The Zombie Game - Stock Up!,0.00,0.00,0.00,0.00,0.00,2007.0,2.0,6.0,60.0,60.0,,0,2,4.0,0.0,0.0,43,1,0,False,2-6,60,last night on earth: the zombie game - stock up!,
66,uF5iX8byE7,Last Night on Earth: The Zombie Game - Revenge of the Dead,0.00,0.00,0.00,0.00,0.00,2008.0,2.0,6.0,60.0,60.0,12.0,0,2,4.0,0.0,0.0,43,2,0,False,2-6,60,last night on earth: the zombie game - revenge of the dead,
67,DhLcriq8Ok,Last Night on Earth: The Zombie Game - All Hallows Eve,0.00,0.00,0.00,0.00,0.00,2007.0,2.0,6.0,90.0,90.0,12.0,0,1,5.0,0.0,0.0,41,0,0,False,2-6,90,last night on earth: the zombie game - all hallows eve,
68,ngfNAzPTAn,Last Night on Earth: The Zombie Game - We've Got To Go Back!,0.00,0.00,0.00,0.00,0.00,2007.0,2.0,6.0,90.0,90.0,12.0,0,2,4.0,0.0,0.0,41,1,0,False,2-6,90,last night on earth: the zombie game - we've got to go back!,
70,w2EYpYEFA7,Last Night on Earth: The Zombie Game - Zombie Pillage,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,6.0,60.0,60.0,12.0,0,2,4.0,0.0,0.0,38,1,0,False,2-6,60,last night on earth: the zombie game - zombie pillage,
71,TW4zSnvORF,Last Night on Earth: The Zombie Game - Advanced Abilities Supplement,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,6.0,60.0,60.0,,0,2,4.0,0.0,0.0,38,2,0,False,2-6,60,last night on earth: the zombie game - advanced abilities supplement,
72,rTtMF45Ef2,Last Night on Earth: The Zombie Game - Darkest Night,0.00,0.00,0.00,0.00,0.00,2012.0,2.0,6.0,90.0,90.0,12.0,0,1,5.0,0.0,0.0,31,0,0,False,2-6,90,last night on earth: the zombie game - darkest night,
73,wGXjAu8NeC,Zombicide: Toxic City Mall - Tile Pack,11.99,0.00,0.00,21.99,0.20,2013.0,,,,,,0,0,0.0,0.0,0.0,25,0,0,False,,,zombicide: toxic city mall - tile pack,
76,rXtZ4tNC6F,Last Night on Earth: The Zombie Game - Run For It!,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,6.0,,,12.0,0,1,5.0,0.0,0.0,23,0,0,False,2-6,,last night on earth: the zombie game - run for it!,
77,LHBlotIhbu,Attack of the Boogeymen Supplement (fan expansion to Last Night on Earth),0.00,0.00,0.00,0.00,0.00,2011.0,2.0,4.0,25.0,25.0,10.0,0,0,0.0,0.0,0.0,20,0,0,False,2-4,25,attack of the boogeymen supplement (fan expansion to last night on earth),
78,yEfhSq19oU,Last Night on Earth: The Zombie Game - All Hallows Eve II: The Ritual,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,9.0,90.0,90.0,12.0,0,1,5.0,0.0,0.0,16,0,0,False,2-9,90,last night on earth: the zombie game - all hallows eve ii: the ritual,
81,y4Lyu1LIqs,30 Seconds to Live,0.00,0.00,0.00,0.00,0.00,,1.0,2.0,,,,0,0,0.0,0.0,0.0,11,0,0,False,1-2,,30 seconds to live,
84,ijYpKhB9pH,Friends vs Zombies,22.99,0.00,0.00,0.00,0.00,,2.0,4.0,15.0,15.0,7.0,0,0,0.0,0.0,0.0,6,0,0,True,2-4,15,friends vs zombies,
8,1cMyyO8wbc,Two Rooms and a Boom,0.00,0.00,0.00,0.00,0.00,2013.0,6.0,30.0,7.0,20.0,8.0,0,88,3.4164772727272736,2.0,3.0,0,0,0,False,6-30,7-20,two rooms and a boom,4.0
9,zxNvdCW34G,Time's Up: Title Recall,16.99,19.95,0.00,35.99,0.00,2008.0,4.0,18.0,60.0,75.0,12.0,0,51,3.8431372549019605,0.0,0.0,0,0,0,False,4-18,60-75,time's up: title recall,5.0
13,uWMsQLeuuE,Spyfall 2,16.99,23.95,19.99,32.99,0.00,2017.0,3.0,8.0,15.0,30.0,13.0,0,49,3.2775510204081635,0.0,0.0,0,0,0,False,3-8,15-30,spyfall 2,9.0
16,gQSIuVNdby,Inhuman Conditions,40.00,0.00,0.00,0.00,0.00,2019.0,2.0,2.0,5.0,5.0,12.0,0,6,3.5,3.0,2.0,0,0,0,False,2,5,inhuman conditions,12.0
22,PS0BUCVf8w,Paranormal Detectives,27.49,32.95,0.00,57.99,0.00,2019.0,2.0,6.0,30.0,50.0,12.0,0,17,3.4411764705882355,2.0,3.0,0,0,0,False,2-6,30-50,paranormal detectives,18.0
23,1iDFRvvNZI,TOKYO COIN LAUNDRY,18.99,35.25,31.99,55.95,0.00,2019.0,1.0,12.0,5.0,45.0,6.0,0,2,2.75,0.0,0.0,0,0,0,False,1-12,5-45,tokyo coin laundry,19.0
25,66dOE7p4pN,Kamasutra,0.00,0.00,0.00,0.00,0.00,2017.0,5.0,17.0,5.0,20.0,16.0,0,1,3.0,0.0,0.0,0,0,0,False,5-17,5-20,kamasutra,21.0
26,cX8ahwqEyG,Tales of the Crystals,0.00,0.00,0.00,0.00,0.00,1993.0,2.0,4.0,60.0,60.0,0.0,0,1,2.0,0.0,0.0,0,0,0,False,2-4,60,tales of the crystals,22.0
27,i0LJK2oFvP,Monikers: The Shut Up & Sit Down Nonsense Box,22.49,0.00,0.00,0.00,0.00,2017.0,4.0,20.0,30.0,60.0,18.0,0,6,4.333333333333334,0.0,0.0,0,0,0,False,4-20,30-60,monikers: the shut up & sit down nonsense box,23.0
28,LVi9CNkb8z,Hilarium,24.99,0.00,0.00,0.00,0.00,2001.0,3.0,6.0,45.0,45.0,18.0,0,0,0.0,0.0,0.0,0,0,0,False,3-6,45,hilarium,24.0
29,g4wvQsvgNr,Ugg-Tect,199.99,0.00,0.00,0.00,0.00,2009.0,2.0,8.0,45.0,45.0,8.0,0,21,3.2857142857142856,0.0,0.0,0,0,0,False,2-8,45,ugg-tect,25.0
32,v3IWpPlQJF,Hangry Thief,0.00,0.00,0.00,0.00,0.00,2018.0,2.0,6.0,20.0,30.0,8.0,0,2,3.0,0.0,0.0,0,0,0,False,2-6,20-30,hangry thief,28.0
35,4wagYzpzmC,"Aye, Dark Overlord! The Red Box",19.96,0.00,0.00,0.00,0.00,2005.0,4.0,16.0,30.0,30.0,13.0,0,14,2.9285714285714284,0.0,0.0,0,0,0,False,4-16,30,"aye, dark overlord! the red box",31.0
36,EKQubX1z19,Mysterium: Promo Cards,0.00,0.00,0.00,0.00,0.00,2015.0,2.0,7.0,42.0,42.0,10.0,0,3,3.0,0.0,0.0,0,0,0,False,2-7,42,mysterium: promo cards,32.0
37,RmtHBBwH1k,DC Spyfall,17.49,20.92,0.00,34.99,0.00,2018.0,3.0,8.0,15.0,30.0,13.0,0,3,2.3333333333333335,0.0,0.0,0,0,0,False,3-8,15-30,dc spyfall,33.0
38,ll4rCXH1Xk,Monikers: More Monikers,22.49,22.99,0.00,30.57,0.00,2018.0,4.0,20.0,60.0,60.0,18.0,0,5,3.8,0.0,0.0,0,0,0,False,4-20,60,monikers: more monikers,34.0
39,gaI2Arvdox,Moods,99.77,0.00,0.00,0.00,0.00,2000.0,3.0,8.0,20.0,20.0,18.0,0,9,2.8333333333333335,0.0,0.0,0,0,0,False,3-8,20,moods,35.0
41,bWC2nCMaKR,Curses!,15.95,0.00,0.00,0.00,0.00,2001.0,3.0,6.0,25.0,25.0,12.0,0,7,2.464285714285714,0.0,0.0,0,0,0,False,3-6,25,curses!,37.0
42,QWTpsICOX9,Bunny Bunny Moose Moose,24.95,0.00,10.20,0.00,0.00,,,,,,,0,18,2.9583333333333335,0.0,0.0,0,0,0,False,,,bunny bunny moose moose,38.0
44,pL9e1PFAzF,Slash: Romance without boundaries,0.00,0.00,0.00,0.00,0.00,2013.0,3.0,9.0,45.0,45.0,14.0,0,3,3.3333333333333335,0.0,0.0,0,0,0,False,3-9,45,slash: romance without boundaries,40.0
45,WdFrFfNkcV,The Lord of the Rings: The Card Game - Watcher in the Water Adventure Pack,11.99,0.00,0.00,0.00,0.00,,1.0,2.0,30.0,30.0,14.0,0,4,3.75,0.0,0.0,0,0,0,False,1-2,30,the lord of the rings: the card game - watcher in the water adventure pack,41.0
46,qc3VyElqYF,Tarantel Tango,28.09,16.95,0.00,15.99,0.00,2009.0,2.0,5.0,20.0,20.0,7.0,0,1,4.0,0.0,0.0,0,0,0,False,2-5,20,tarantel tango,42.0
47,rBu5LpPoRK,dude,18.99,13.95,0.00,21.99,0.00,2018.0,3.0,6.0,1.0,5.0,13.0,0,19,3.1578947368421053,0.0,0.0,0,0,0,False,3-6,1-5,dude,43.0
50,BHB8M3RVNj,MeowMeow Mia,30.00,0.00,0.00,0.00,0.00,2018.0,5.0,10.0,30.0,45.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,5-10,30-45,meowmeow mia,46.0
51,abWZdlAdDa,Funemployed: Seasonal Help,0.00,0.00,0.00,0.00,0.00,2015.0,3.0,20.0,30.0,30.0,13.0,0,2,3.0,0.0,0.0,0,0,0,False,3-20,30,funemployed: seasonal help,47.0
52,ebFQtDBGdJ,Buy The Rights,0.00,36.99,0.00,0.00,0.00,2016.0,3.0,10.0,30.0,60.0,14.0,0,1,4.0,0.0,0.0,0,0,0,False,3-10,30-60,buy the rights,48.0
53,I5xbMk0oAr,Shadow Sex & Fantasy Maze,0.00,0.00,0.00,0.00,0.00,1997.0,2.0,8.0,0.0,0.0,18.0,0,1,3.0,0.0,0.0,0,0,0,False,2-8,,shadow sex & fantasy maze,49.0
54,wUAZdDpqgt,more dude,4.99,13.25,0.00,0.00,0.00,2018.0,3.0,6.0,1.0,5.0,13.0,0,7,3.2142857142857144,0.0,0.0,0,0,0,False,3-6,1-5,more dude,50.0
55,dCnYdcj399,The Last Banquet,17.95,44.99,0.00,0.00,0.00,2012.0,6.0,25.0,45.0,60.0,10.0,0,5,2.5,0.0,0.0,0,0,0,False,6-25,45-60,the last banquet,51.0
57,McXeAb3A8D,Obama Llama,12.97,0.00,0.00,0.00,0.00,2015.0,4.0,99.0,30.0,30.0,12.0,0,4,3.25,0.0,0.0,0,0,0,False,4-99,30,obama llama,53.0
58,xnZUWl91Jg,Emojito,58.51,0.00,0.00,0.00,0.00,2016.0,2.0,2.0,20.0,20.0,7.0,0,2,2.0,0.0,0.0,0,0,0,False,2,20,emojito,54.0
60,zhULXYyHm9,Utter Nonsense: Family Edition,38.13,0.00,0.00,0.00,0.00,2017.0,4.0,20.0,30.0,30.0,8.0,0,1,4.0,0.0,0.0,0,0,0,False,4-20,30,utter nonsense: family edition,56.0
63,pOErI2szPy,Lap Dance,0.00,0.00,0.00,0.00,0.00,2014.0,2.0,4.0,45.0,45.0,18.0,0,3,3.0,0.0,0.0,0,0,0,False,2-4,45,lap dance,59.0
65,CqzHeRTL1J,Murder Mystery Party: A Taste for Wine and Murder,16.90,31.99,0.00,0.00,0.00,1997.0,6.0,8.0,180.0,180.0,16.0,0,0,0.0,0.0,0.0,0,0,0,False,6-8,180,murder mystery party: a taste for wine and murder,61.0
67,kcNEzilabI,Quickpick: Island of Monster Masks,6.95,0.00,0.00,24.34,0.00,2015.0,3.0,8.0,0.0,0.0,4.0,0,4,2.875,0.0,0.0,0,0,0,False,3-8,,quickpick: island of monster masks,63.0
68,xHApsHtILs,Befudiom,17.99,0.00,0.00,0.00,0.00,2007.0,4.0,10.0,30.0,30.0,8.0,0,1,3.0,0.0,0.0,0,0,0,False,4-10,30,befudiom,64.0
69,cgnbcwzSMi,Do De Li Do,0.00,21.95,0.00,0.00,0.00,2016.0,2.0,6.0,10.0,20.0,8.0,0,1,3.0,0.0,0.0,0,0,0,False,2-6,10-20,do de li do,65.0
70,H5eAV21t9Y,Quack-a-Doodle-Moo!,0.00,0.00,0.00,0.00,0.00,2014.0,3.0,8.0,20.0,30.0,7.0,0,2,4.0,0.0,0.0,0,0,0,False,3-8,20-30,quack-a-doodle-moo!,66.0
71,Aqu65po32x,Monikers: Shmonikers,0.00,0.00,0.00,0.00,0.00,2015.0,4.0,20.0,30.0,60.0,18.0,0,3,4.0,0.0,0.0,0,0,0,False,4-20,30-60,monikers: shmonikers,67.0
72,Zs5zyNZmwK,Handimonium: The Tiny Hands Game,0.00,0.00,0.00,0.00,0.00,2018.0,2.0,99.0,30.0,30.0,13.0,0,0,0.0,0.0,0.0,0,0,0,False,2-99,30,handimonium: the tiny hands game,68.0
73,e1j8lWGZhP,Electronic Pictionary Man,24.03,0.00,0.00,0.00,0.00,2008.0,2.0,10.0,30.0,45.0,14.0,0,3,3.0,0.0,0.0,0,0,0,False,2-10,30-45,electronic pictionary man,69.0
74,8tnEXvrHpB,Cosmocracy,14.99,17.99,0.00,0.00,0.00,,2.0,8.0,30.0,60.0,12.0,0,1,1.0,0.0,0.0,0,0,0,False,2-8,30-60,cosmocracy,70.0
75,qVat9P73BZ,Tattletale,0.00,0.00,0.00,0.00,0.00,2014.0,3.0,5.0,15.0,15.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,3-5,15,tattletale,71.0
76,m8kFBmcpVA,Cranium Cadoo,7.50,0.00,0.00,0.00,0.00,2001.0,2.0,16.0,45.0,45.0,7.0,0,7,2.2857142857142856,0.0,0.0,0,0,0,False,2-16,45,cranium cadoo,72.0
77,rdBoZ5iWcF,Humm...ble,0.00,0.00,0.00,0.00,0.00,1991.0,4.0,0.0,45.0,45.0,12.0,0,1,1.0,0.0,0.0,0,0,0,False,,45,humm...ble,73.0
78,mAXL9gTVmd,The Siblings Trouble,0.00,0.00,0.00,0.00,0.00,2015.0,2.0,4.0,30.0,30.0,8.0,0,5,3.0,0.0,0.0,0,0,0,False,2-4,30,the siblings trouble,74.0
80,hWLZLH48Mm,Marble Bobsleigh,0.00,79.95,0.00,0.00,0.00,2018.0,2.0,4.0,10.0,20.0,6.0,0,1,4.0,0.0,0.0,0,0,0,False,2-4,10-20,marble bobsleigh,76.0
81,8AXDyUH7yV,"Hubbub: The Game of Sound, Mind &  Body",0.00,0.00,0.00,0.00,0.00,2003.0,4.0,20.0,90.0,90.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,4-20,90,"hubbub: the game of sound, mind &  body",77.0
82,rHNWBppEnw,The World's Greatest Game Show,0.00,0.00,0.00,0.00,0.00,1999.0,4.0,4.0,30.0,30.0,0.0,0,2,2.0,0.0,0.0,0,0,0,False,4,30,the world's greatest game show,78.0
83,9TdWIADCAt,Cranium Conga,0.00,0.00,0.00,0.00,0.00,2003.0,3.0,6.0,30.0,30.0,8.0,0,3,2.3333333333333335,0.0,0.0,0,0,0,False,3-6,30,cranium conga,79.0
84,zRuWSuMcCf,Bin'Fa: The Tao of War,37.95,0.00,0.00,0.00,0.00,2015.0,2.0,6.0,20.0,20.0,12.0,0,1,4.0,0.0,0.0,0,0,0,False,2-6,20,bin'fa: the tao of war,80.0
86,lHm212MOBj,Debatable,22.99,0.00,0.00,0.00,0.00,2017.0,3.0,16.0,30.0,120.0,13.0,0,4,3.5,0.0,0.0,0,0,0,False,3-16,30-120,debatable,82.0
87,YETKnoHuuE,Cranium WOW,58.99,0.00,0.00,0.00,0.00,2007.0,4.0,16.0,60.0,60.0,12.0,0,13,2.8461538461538463,0.0,0.0,0,0,0,False,4-16,60,cranium wow,83.0
89,dFJ9aeR8H7,The Gate of R'lyeh,32.99,33.98,0.00,46.99,0.00,2018.0,4.0,8.0,45.0,60.0,12.0,0,1,2.0,0.0,0.0,0,0,0,False,4-8,45-60,the gate of r'lyeh,85.0
90,pKxWQcs7XH,HUH?,19.95,0.00,0.00,0.00,0.00,2016.0,3.0,3.0,30.0,30.0,10.0,0,3,3.0,0.0,0.0,0,0,0,False,3,30,huh?,86.0
