;average_learning_complexity;average_strategy_complexity;average_user_rating;comment_count;discount;id;is_historical_low;listing_clicks;max_players;max_playtime;min_age;min_players;min_playtime;name;num_user_ratings;players;plays;playtime;price;price_au;price_ca;price_uk;visits;year_published;name_lower
0;3.0;4.5;4.006944444444444;0;0.24;o6knI5ct0u;False;0;7.0;360.0;14.0;2.0;180.0;1830: Railways & Robber Barons;36;2-7;244;180-360;52.99;89.95;74.99;50.09;1903;1986.0;1830: railways & robber barons
1;4.0;4.0;3.885135135135135;0;0.39;eSCVHuUFPs;False;0;5.0;240.0;14.0;3.0;240.0;1846: The Race for the Midwest;37;3-5;315;240;42.25;0.00;67.95;50.88;1085;2005.0;1846: the race for the midwest
2;0.0;0.0;4.111111111111111;0;0.42;uEPtE5OOOU;False;0;8.0;300.0;12.0;1.0;300.0;1862: Railway Mania in the Eastern Counties;9;1-8;71;300;45.51;127.99;79.95;0.00;1068;2013.0;1862: railway mania in the eastern counties
3;3.0;4.0;4.454545454545455;0;0.00;Krn8i8C0fI;False;0;6.0;180.0;13.0;2.0;180.0;18Chesapeake;11;2-6;160;180;0.00;0.00;0.00;0.00;870;2020.0;18chesapeake
4;0.0;0.0;4.0;0;0.20;eJuGpFzljd;False;0;7.0;300.0;12.0;3.0;300.0;1844 / 1854;6;3-7;5;300;75.99;0.00;112.95;0.00;505;2016.0;1844 / 1854
5;0.0;0.0;4.2;0;0.00;IKKs90JOkr;False;0;7.0;420.0;12.0;3.0;300.0;1822: The Railways of Great Britain;5;3-7;65;300-420;0.00;71.99;35.25;0.00;370;2016.0;1822: the railways of great britain
6;0.0;0.0;3.7777777777777777;0;0.00;PoTU2CknMS;False;0;4.0;240.0;13.0;2.0;240.0;1860: Railways on the Isle of Wight;9;2-4;42;240;0.00;0.00;0.00;0.00;255;2004.0;1860: railways on the isle of wight
7;0.0;0.0;3.5;0;0.00;YTVVvtMEQp;False;0;6.0;240.0;0.0;3.0;120.0;1857;4;3-6;14;120-240;0.00;0.00;0.00;0.00;229;2015.0;1857
8;0.0;0.0;0.0;0;0.00;65DvpKB0IT;False;0;7.0;540.0;12.0;3.0;360.0;1822CA;0;3-7;4;360-540;0.00;0.00;0.00;0.00;204;2018.0;1822ca
9;0.0;0.0;3.535714285714286;0;0.00;AfMJMn84He;True;0;2.0;120.0;12.0;2.0;90.0;Poseidon;7;2;28;90-120;0.00;0.00;0.00;0.00;194;2010.0;poseidon
10;0.0;0.0;4.583333333333333;0;0.00;vlaCUeyxNI;False;0;6.0;180.0;14.0;2.0;120.0;1882: Assiniboia;3;2-6;75;120-180;0.00;0.00;0.00;0.00;174;2019.0;1882: assiniboia
11;0.0;0.0;3.6666666666666665;0;0.00;CCVU6BS9gA;False;0;6.0;300.0;14.0;3.0;300.0;1856;12;3-6;31;300;0.00;0.00;0.00;0.00;162;1995.0;1856
12;0.0;0.0;0.0;0;0.00;GvxM0pUNz0;False;0;7.0;420.0;12.0;3.0;300.0;1822: The Railways of Great Britain – 1822+;0;3-7;1;300-420;0.00;0.00;0.00;0.00;158;2018.0;1822: the railways of great britain – 1822+
13;0.0;0.0;3.4;0;0.00;CpHWBRMSAV;False;0;8.0;300.0;14.0;2.0;300.0;1841;5;2-8;12;300;0.00;0.00;0.00;0.00;127;1994.0;1841
14;0.0;0.0;3.0;0;0.00;cWPcJKRlZK;False;0;6.0;180.0;12.0;3.0;180.0;1853;3;3-6;9;180;249.99;0.00;0.00;0.00;112;1989.0;1853
15;0.0;0.0;3.2;0;0.00;21UDfSJKbg;False;0;7.0;360.0;16.0;3.0;360.0;1835;5;3-7;15;360;124.99;0.00;0.00;0.00;94;1990.0;1835
16;0.0;0.0;0.0;0;0.00;lDOoSEKWG8;False;0;5.0;300.0;;3.0;300.0;1833NE;0;3-5;0;300;0.00;0.00;0.00;0.00;78;;1833ne
17;0.0;0.0;4.0;0;0.00;HxnsSD8q4t;False;0;5.0;150.0;21.0;3.0;90.0;1836;2;3-5;10;90-150;0.00;0.00;0.00;0.00;72;2019.0;1836
18;0.0;0.0;3.6666666666666665;0;0.00;x8wcocZuQB;False;0;5.0;150.0;12.0;3.0;150.0;1879;3;3-5;4;150;0.00;0.00;0.00;0.00;69;2014.0;1879
19;0.0;0.0;3.75;0;0.00;QiDhSB1ZV4;False;0;5.0;180.0;0.0;3.0;180.0;1868;4;3-5;8;180;0.00;0.00;0.00;0.00;58;2017.0;1868
20;0.0;0.0;2.75;0;0.00;M6wPVEqEuC;False;0;4.0;;;2.0;;18MS: The Railroads Come to Mississippi;1;2-4;18;;0.00;0.00;0.00;0.00;51;2020.0;18ms: the railroads come to mississippi
21;3.0;4.0;0.0;0;0.00;pR3jQ42aPy;False;0;6.0;120.0;14.0;2.0;90.0;Shikoku 1889;0;2-6;0;90-120;0.00;0.00;0.00;0.00;51;2022.0;shikoku 1889
22;0.0;0.0;4.0;0;0.00;f2t0bIbJg3;False;0;5.0;420.0;16.0;3.0;210.0;1828;1;3-5;29;210-420;0.00;0.00;0.00;0.00;49;2018.0;1828
23;0.0;0.0;0.0;0;0.00;EBmYf5NVzC;True;0;2.0;180.0;12.0;2.0;180.0;1870;0;2;0;180;626.58;0.00;0.00;0.00;41;1978.0;1870
24;0.0;0.0;3.6666666666666665;0;0.00;ptpfJSjdrm;False;0;5.0;240.0;;3.0;120.0;1834;3;3-5;3;120-240;0.00;0.00;0.00;0.00;38;2018.0;1834
25;0.0;0.0;3.75;0;0.00;d74Pz3XA4M;False;0;5.0;;;2.0;;18 Los Angeles;1;2-5;12;;0.00;0.00;0.00;0.00;17;2020.0;18 los angeles
0;3.1176470588235294;3.235294117647059;4.223331005586593;0;0.39;yqR4PtpO8X;False;10;5.0;120.0;14.0;1.0;90.0;Scythe;716;1-5;5228;90-120;54.92;99.95;77.95;53.28;16803;2016.0;scythe
1;3.6666666666666665;4.333333333333333;4.303776978417266;0;0.28;5tnoVda0AY;False;6;6.0;480.0;14.0;3.0;240.0;Twilight Imperium: Fourth Edition;139;3-6;471;240-480;107.99;167.00;149.97;131.20;5237;2017.0;twilight imperium: fourth edition
2;4.0;5.0;3.7615813953488377;0;0.00;7o1BvaDKoO;False;0;6.0;96.0;13.0;2.0;84.0;Eclipse;215;2-6;775;84-96;299.99;0.00;0.00;0.00;2357;2011.0;eclipse
3;0.0;0.0;3.6150581395348844;0;0.00;2nIK13bbh2;False;0;4.0;240.0;13.0;2.0;120.0;Sid Meier's Civilization: The Board Game;86;2-4;144;120-240;79.95;0.00;0.00;0.00;963;2010.0;sid meier's civilization: the board game
4;0.0;0.0;3.710227272727273;0;0.00;xR5jNzIUUf;False;0;4.0;120.0;14.0;1.0;30.0;Heroes of Land, Air, & Sea;44;1-4;102;30-120;0.00;158.95;89.95;79.51;1984;2018.0;heroes of land, air, & sea
5;3.5;3.0;3.6116666666666664;0;0.23;Cq7HxW69ib;False;0;4.0;240.0;12.0;1.0;90.0;Space Empires 4X;30;1-4;91;90-240;49.99;101.95;80.99;0.00;1592;2011.0;space empires 4x
6;3.0;3.0;4.5;0;0.00;BpP352vFUc;False;0;2.0;150.0;13.0;2.0;90.0;Far Away;2;2;5;90-150;45.00;64.95;42.95;0.00;1061;2020.0;far away
7;2.0;3.0;3.3970588235294117;0;0.00;wygjBUtRBv;False;0;4.0;90.0;12.0;1.0;60.0;Conquest of Paradise;17;1-4;31;60-90;0.00;99.99;0.00;0.00;703;2007.0;conquest of paradise
8;0.0;0.0;3.0;0;0.00;yXfLbrMZzI;False;0;4.0;240.0;16.0;1.0;120.0;Uprising: Curse of the Last Emperor;1;1-4;18;120-240;0.00;0.00;0.00;0.00;628;2020.0;uprising: curse of the last emperor
9;0.0;0.0;0.0;0;0.00;mF1XcVY4Ei;False;0;5.0;240.0;12.0;1.0;180.0;Space Empires: Replicators;0;1-5;0;180-240;0.00;94.99;56.99;0.00;431;;space empires: replicators
10;0.0;0.0;3.0;0;0.00;T1IEI9o0wx;False;0;6.0;60.0;10.0;2.0;15.0;Homeworlds;3;2-6;23;15-60;0.00;27.64;18.95;0.00;284;2001.0;homeworlds
11;0.0;0.0;4.5;0;0.00;Uhog7EYxwB;False;0;4.0;150.0;14.0;2.0;30.0;Hyperspace;2;2-4;7;30-150;0.00;0.00;0.00;0.00;273;2019.0;hyperspace
12;0.0;0.0;3.5;0;0.00;0rVAp3Sjgg;False;0;4.0;60.0;10.0;1.0;60.0;The Final Flicktier;2;1-4;11;60;41.95;0.00;68.95;0.00;136;2019.0;the final flicktier
13;0.0;0.0;0.0;0;0.01;vVqJ7a4eU3;False;0;7.0;240.0;10.0;2.0;90.0;Swords & Sails, Rewrite History in 1000 AD;0;2-7;1;90-240;89.00;0.00;0.00;0.00;128;2019.0;swords & sails, rewrite history in 1000 ad
14;0.0;0.0;0.0;0;0.00;PcuaaDp32t;False;0;4.0;120.0;;2.0;90.0;Empire of the Stars - 4X Board Game;0;2-4;0;90-120;0.00;0.00;0.00;0.00;120;;empire of the stars - 4x board game
15;0.0;0.0;4.0;0;0.00;ON1Ux1ux8j;False;0;4.0;90.0;14.0;1.0;60.0;Last Light;1;1-4;4;60-90;0.00;0.00;0.00;0.00;91;2022.0;last light
16;0.0;0.0;0.0;0;0.00;1uxS9OTJmW;False;0;6.0;180.0;12.0;1.0;180.0;Space Empires: All Good Things;0;1-6;0;180;0.00;0.00;65.99;0.00;90;2021.0;space empires: all good things
17;0.0;0.0;0.0;0;0.00;V9kIdFuOKB;False;0;6.0;180.0;;2.0;90.0;The Warp;0;2-6;0;90-180;0.00;0.00;0.00;0.00;84;2020.0;the warp
0;2.083333333333333;2.166666666666667;3.8596653615563423;1;0.20;i5Oqu5VZgP;False;9;4.0;60.0;8.0;2.0;30.0;Azul;743;2-4;9195;30-60;31.99;48.99;38.99;34.00;11065;2017.0;azul
1;1.5;2.0;3.7155161806469224;0;-0.10;9iBOPn3lES;False;0;2.0;30.0;8.0;2.0;15.0;Patchwork;573;2;5720;15-30;21.99;40.95;29.95;18.28;5431;2014.0;patchwork
2;1.5;2.8333333333333335;3.7220969202898524;0;0.03;VibNUMwsqr;False;8;4.0;30.0;8.0;2.0;15.0;Santorini;480;2-4;4882;15-30;29.10;44.95;34.95;0.00;5680;2016.0;santorini
3;1.3333333333333333;2.0;3.4204455454748275;0;0.20;H3yXWu5No0;False;0;6.0;42.0;8.0;3.0;30.0;Dixit;476;3-6;2080;30-42;31.99;45.00;33.99;23.85;2711;2008.0;dixit
4;2.0;3.5;3.556063536894741;0;0.28;D0OHY8b8Oc;False;0;2.0;30.0;8.0;2.0;15.0;Hive;314;2;2607;15-30;23.99;27.00;34.95;0.00;2531;2001.0;hive
5;2.0;3.0;3.4695381755790673;0;0.25;nlcJOyC0SG;False;0;4.0;60.0;10.0;2.0;30.0;Photosynthesis;269;2-4;744;30-60;29.97;50.40;42.95;31.80;2146;2017.0;photosynthesis
6;2.25;3.75;3.3466648805878734;0;0.26;3hnL2wtWnM;False;0;2.0;90.0;6.0;2.0;60.0;Chess;276;2;8754;60-90;11.00;0.00;9.95;33.99;814;1475.0;chess
7;2.0;3.6666666666666665;3.6659722222222233;0;0.24;XRp8KrEcdC;False;6;2.0;30.0;8.0;2.0;15.0;Hive Pocket;180;2;1689;15-30;18.99;22.79;27.99;16.00;2179;2010.0;hive pocket
8;0.0;0.0;3.3257628092546723;0;-0.20;M9xcYNHOGp;False;0;4.0;60.0;6.0;2.0;45.0;Qwirkle;227;2-4;1279;45-60;17.95;19.83;14.95;11.97;1175;2006.0;qwirkle
9;0.0;0.0;3.785;0;0.20;Ms9ugWj1aA;False;0;6.0;36.0;8.0;3.0;30.0;Dixit: Memories;25;3-6;15;30-36;23.99;43.99;25.49;15.99;302;2015.0;dixit: memories
10;2.0;2.0;3.6853649635036505;0;0.32;YDr6ZHfkja;False;0;4.0;45.0;8.0;2.0;30.0;Azul: Stained Glass of Sintra;137;2-4;873;30-45;27.00;30.59;38.99;31.80;1472;2018.0;azul: stained glass of sintra
11;2.0;2.0;3.5502631578947383;0;0.30;54NFDYrC7y;False;0;4.0;45.0;8.0;2.0;30.0;Reef;129;2-4;753;30-45;27.99;49.95;43.99;29.59;1785;2005.0;reef
12;0.0;0.0;3.4844366197183096;0;0.00;BlcdRRfSEy;False;12;5.0;90.0;14.0;2.0;60.0;Through the Desert;142;2-5;483;60-90;44.99;64.99;0.00;0.00;1523;1998.0;through the desert
13;2.0;3.0;3.8462328767123286;0;0.28;CD0uhFDJnN;False;0;4.0;45.0;14.0;2.0;30.0;War Chest;73;2-4;761;30-45;35.98;69.03;44.95;37.37;2454;2018.0;war chest
14;0.0;0.0;3.7015274725274723;0;0.00;uDl7CD01TP;False;0;4.0;60.0;10.0;2.0;30.0;Samurai;130;2-4;653;30-60;0.00;0.00;0.00;0.00;1470;1998.0;samurai
15;2.0;3.0;4.1094915254237305;0;0.20;XUeYK7XZwb;False;8;4.0;45.0;13.0;1.0;30.0;Calico;59;1-4;911;30-45;31.99;51.99;34.99;35.00;13820;2020.0;calico
16;0.0;0.0;3.7661290322580636;0;0.20;qpXxYJnI5K;False;0;6.0;36.0;8.0;3.0;30.0;Dixit: Quest;62;3-6;126;30-36;23.99;43.99;25.49;15.99;294;2010.0;dixit: quest
17;0.0;0.0;3.5750000000000006;0;0.00;fQ8NGxSBVH;False;0;12.0;36.0;8.0;3.0;30.0;Dixit: Odyssey;130;3-12;373;30-36;0.00;50.00;41.99;27.99;852;2011.0;dixit: odyssey
18;1.0;5.0;3.5039682539682544;0;0.53;JyMsRC64I4;False;0;2.0;180.0;8.0;2.0;30.0;Go;126;2;574;30-180;14.95;0.00;0.00;0.00;636;2000.0;go
19;2.0;3.0;4.0522058823529425;0;0.29;s8wSChmBTN;False;0;4.0;45.0;10.0;2.0;30.0;Azul: Summer Pavilion;68;2-4;661;30-45;28.49;51.99;38.99;31.80;3242;2019.0;azul: summer pavilion
20;0.0;0.0;3.6774193548387104;0;0.20;2NNSRN3r4M;False;0;6.0;45.0;8.0;3.0;30.0;Dixit: Origins;31;3-6;51;30-45;23.99;44.49;24.95;15.99;269;2013.0;dixit: origins
21;0.0;0.0;3.7459349593495936;0;0.20;TinUusk4Mm;False;0;6.0;45.0;8.0;3.0;30.0;Dixit: Daydreams;41;3-6;26;30-45;23.99;44.95;25.49;15.99;296;2014.0;dixit: daydreams
22;0.0;0.0;3.7391772151898732;0;0.17;I8RXkTaNJ4;False;0;2.0;60.0;9.0;2.0;30.0;Yinsh;79;2;522;30-60;28.99;0.00;32.95;0.00;1546;2003.0;yinsh
23;0.0;0.0;3.8415254237288132;0;0.20;xt6pC8Y51e;False;0;4.0;45.0;8.0;2.0;30.0;Blue Lagoon;59;2-4;319;30-45;23.99;39.95;29.99;23.85;1336;2018.0;blue lagoon
24;0.0;0.0;3.1442105263157893;0;0.28;a06coblzYn;False;0;2.0;45.0;10.0;2.0;30.0;Kahuna;95;2;257;30-45;17.97;38.95;25.99;16.65;465;1998.0;kahuna
25;1.6666666666666667;3.3333333333333335;3.6785714285714284;0;0.24;pBPfgso6ei;False;0;2.0;20.0;12.0;2.0;20.0;Tak;56;2;1040;20;41.97;0.00;49.95;0.00;1283;2017.0;tak
26;1.0;3.0;3.7636363636363637;0;0.00;SN5429sV0p;True;0;2.0;45.0;9.0;2.0;30.0;Dvonn;55;2;192;30-45;24.99;59.95;30.95;26.04;597;2001.0;dvonn
27;0.0;0.0;3.3999999999999995;0;0.17;T02xLDbwAk;False;0;6.0;30.0;8.0;3.0;30.0;Dixit: Journey;65;3-6;213;30;24.99;43.99;26.95;0.00;424;2012.0;dixit: journey
28;0.0;0.0;3.196127946127946;0;0.17;18IdkflEML;False;0;4.0;30.0;14.0;2.0;15.0;A Game of Thrones: Hand of the King;66;2-4;316;15-30;10.73;18.00;14.44;10.39;427;2016.0;a game of thrones: hand of the king
29;2.0;3.0;2.9207317073170747;0;0.08;AON6lRpbad;False;0;2.0;45.0;8.0;2.0;30.0;Othello;82;2;333;30-45;16.49;44.95;19.95;0.00;589;1883.0;othello
30;0.0;0.0;3.408602150537634;0;0.29;C318sUAwuR;False;0;5.0;20.0;8.0;1.0;20.0;The Game;93;1-5;945;20;9.17;19.95;11.95;0.00;194;2015.0;the game
31;0.0;0.0;3.35;0;0.00;2wr6cjSC1N;False;0;2.0;15.0;8.0;2.0;15.0;Quarto;60;2;407;15;24.99;23.99;35.99;0.00;412;1991.0;quarto
32;0.0;0.0;3.838235294117647;0;0.00;P1LgE2FzWh;True;0;5.0;;;3.0;;Dogs of War;34;3-5;105;;0.00;0.00;64.99;0.00;1056;2014.0;dogs of war
33;0.0;0.0;3.799868421052631;0;0.29;sZRQ3c5YZy;False;0;2.0;60.0;9.0;2.0;30.0;TZAAR;38;2;174;30-60;24.99;0.00;29.95;26.04;1071;2007.0;tzaar
34;0.0;0.0;3.787096774193549;0;-0.99;siLJ5aQ27t;False;0;4.0;60.0;8.0;1.0;30.0;Nova Luna;31;1-4;469;30-60;99.45;50.55;39.97;29.97;2327;2019.0;nova luna
35;0.0;0.0;3.3965116279069765;0;0.00;bcHVwsjSOJ;True;0;4.0;30.0;8.0;2.0;30.0;Indigo;43;2-4;292;30;0.00;0.00;0.00;0.00;1131;2012.0;indigo
36;0.0;0.0;3.9865384615384607;0;0.20;JsrWCok3Fp;False;7;2.0;30.0;8.0;2.0;20.0;Shobu;26;2;196;20-30;23.99;46.95;31.99;25.40;1298;2019.0;shobu
37;0.0;0.0;3.4024390243902443;0;0.00;pSn91KsNVD;True;0;4.0;20.0;7.0;2.0;15.0;Blokus 3D;41;2-4;208;15-20;0.00;0.00;0.00;0.00;307;2003.0;blokus 3d
38;0.0;0.0;2.297619047619048;0;0.07;4DmHmkaf9H;False;0;2.0;30.0;6.0;2.0;30.0;Checkers;84;2;302;30;6.49;0.00;7.95;0.00;374;1150.0;checkers
39;1.0;1.0;2.346684782608696;0;0.24;WZvNYdIlyO;False;0;2.0;15.0;6.0;2.0;5.0;Connect 4;92;2;818;5-15;9.83;23.00;21.49;0.00;267;1974.0;connect 4
40;0.0;0.0;2.8602941176470593;0;0.57;sWIO4yfzJB;False;0;2.0;30.0;7.0;2.0;30.0;Abalone;54;2;132;30;16.99;0.00;24.95;0.00;403;1987.0;abalone
41;0.0;0.0;3.4499999999999997;0;-0.24;iMyRA8LVWm;False;0;2.0;45.0;10.0;2.0;30.0;The Rose King;30;2;247;30-45;17.90;0.00;16.93;0.00;374;1992.0;the rose king
42;1.0;2.0;3.258709677419355;0;0.00;J9USVuZncv;True;0;4.0;45.0;10.0;1.0;30.0;Seikatsu;31;1-4;115;30-45;0.00;55.95;0.00;0.00;569;2017.0;seikatsu
43;0.0;0.0;3.6858000000000004;0;0.00;tcNWViOywc;False;11;2.0;30.0;13.0;2.0;20.0;LYNGK;25;2;75;20-30;0.00;44.87;24.95;0.00;462;2017.0;lyngk
44;0.0;0.0;3.1571428571428566;0;0.00;wTUHRJuxzD;True;0;;;;;;Longhorn;35;;139;;0.00;0.00;68.07;0.00;282;;longhorn
45;0.0;0.0;2.9615384615384617;0;0.00;aP1yoyLmDE;False;0;4.0;120.0;12.0;1.0;30.0;Clans;39;1-4;181;30-120;0.00;0.00;0.00;0.00;219;2002.0;clans
46;0.0;0.0;3.1984374999999994;0;0.00;NmpDUK2glo;False;0;2.0;5.0;8.0;2.0;5.0;Pentago;32;2;200;5;0.00;21.99;0.00;15.96;417;2005.0;pentago
47;2.0;2.0;3.234375;0;0.00;WOuqHUw5Cq;True;0;2.0;30.0;8.0;2.0;30.0;Fjords;32;2;55;30;0.00;0.00;0.00;0.00;359;2005.0;fjords
48;0.0;0.0;2.7837837837837838;0;0.00;xnyncdXxOt;True;0;2.0;15.0;0.0;2.0;15.0;Coin Age;37;2;183;15;5.00;0.00;0.00;0.00;138;2013.0;coin age
49;0.0;0.0;3.172413793103449;0;0.28;pICm1dpjfl;True;0;2.0;60.0;9.0;2.0;30.0;PÜNCT;29;2;61;30-60;24.99;0.00;30.95;0.00;305;2005.0;pünct
50;0.0;0.0;3.339285714285714;0;0.00;yyJzVHz2Uu;True;0;4.0;45.0;8.0;2.0;30.0;Glüx;28;2-4;82;30-45;0.00;0.00;0.00;0.00;323;2016.0;glüx
51;0.0;0.0;2.9722222222222223;0;-4.71;0NCVuED1pv;False;0;2.0;30.0;8.0;2.0;30.0;Pente;36;2;104;30;39.95;0.00;0.00;0.00;359;1977.0;pente
52;1.0;2.0;3.185185185185186;0;0.00;Y68rJcahTg;True;0;4.0;60.0;10.0;3.0;60.0;Bridges of Shangri-La;27;3-4;65;60;0.00;0.00;0.00;0.00;265;2003.0;bridges of shangri-la
53;0.0;0.0;3.0714285714285716;0;0.00;1HA2WJAQjo;False;0;6.0;40.0;8.0;3.0;40.0;La Boca;28;3-6;84;40;0.00;0.00;199.99;0.00;680;2013.0;la boca
54;0.0;0.0;2.4374999999999996;0;0.70;J4pYpBlzxX;False;0;6.0;30.0;7.0;2.0;30.0;Chinese Checkers;48;2-6;74;30;11.95;0.00;11.95;0.00;215;1893.0;chinese checkers
55;0.0;0.0;2.736842105263157;0;0.10;MdSXAvIdAn;False;0;8.0;20.0;10.0;1.0;20.0;Mexican Train;38;1-8;144;20;17.95;57.50;0.25;0.00;267;1994.0;mexican train
56;0.0;0.0;3.329545454545454;0;0.34;uYxxLDTXVB;False;0;4.0;60.0;14.0;2.0;30.0;Element;22;2-4;807;30-60;22.99;39.99;0.00;0.00;515;2017.0;element
57;0.0;0.0;3.1599999999999997;0;0.00;B4rmSfrB0v;False;0;4.0;35.0;8.0;2.0;35.0;Portobello Market;25;2-4;64;35;49.99;0.00;0.00;0.00;233;2007.0;portobello market
58;0.0;0.0;3.6470588235294112;0;0.35;jWH0oX6i05;False;0;5.0;60.0;10.0;1.0;30.0;New York Zoo;17;1-5;289;30-60;26.00;54.95;37.95;27.19;5449;2020.0;new york zoo
59;0.0;0.0;4.000000000000002;0;0.20;sGaA6OmCbD;False;0;2.0;20.0;10.0;2.0;20.0;Mandala;30;2;541;20;23.99;44.99;32.99;16.79;2445;2019.0;mandala
60;0.0;0.0;3.5357142857142856;0;0.22;HW7uLmu7nx;True;0;2.0;30.0;8.0;2.0;30.0;Paris: La Cité de la Lumière;7;2;119;30;19.49;34.14;23.95;19.15;1888;2019.0;paris: la cité de la lumière
61;1.0;3.0;3.5;0;0.36;SLZl2fMDSh;False;8;5.0;30.0;8.0;2.0;15.0;Santorini New York;3;2-5;24;15-30;19.29;39.00;35.95;0.00;1804;2020.0;santorini new york
62;3.0;3.0;3.4;0;0.30;lT7oO4meJK;False;0;4.0;60.0;10.0;1.0;30.0;Cóatl;11;1-4;47;30-60;27.99;37.95;38.95;35.91;1803;2020.0;cóatl
63;0.0;0.0;4.05;0;0.00;Eb0t5Fijcg;False;0;4.0;60.0;8.0;1.0;30.0;Sagani;3;1-4;112;30-60;0.00;75.00;42.95;0.00;1769;2020.0;sagani
64;2.0;3.0;3.526;0;0.30;q4uwSQ7wtF;False;0;4.0;40.0;13.0;2.0;20.0;Bosk;25;2-4;87;20-40;31.50;63.99;42.95;27.00;1279;2019.0;bosk
65;2.0;3.0;3.7583333333333333;0;0.30;TnjynIHRGc;False;0;5.0;60.0;10.0;2.0;30.0;Gods Love Dinosaurs;12;2-5;60;30-60;27.97;49.99;33.99;31.99;1247;2020.0;gods love dinosaurs
66;0.0;0.0;3.458333333333333;0;0.45;Z6qTsmKg2b;False;0;4.0;45.0;8.0;2.0;30.0;Beez;6;2-4;56;30-45;21.97;36.99;36.37;31.01;1202;2020.0;beez
67;0.0;0.0;3.716666666666667;0;0.00;Gy7tF53tw7;False;0;4.0;30.0;8.0;2.0;15.0;Mercado de Lisboa;3;2-4;5;15-30;39.99;45.82;44.95;0.00;1155;2021.0;mercado de lisboa
68;0.0;0.0;0.0;0;0.00;TfkieCMDQQ;False;0;2.0;30.0;10.0;2.0;15.0;That Time You Killed Me;0;2;67;15-30;0.00;80.00;42.95;39.99;1033;2022.0;that time you killed me
69;2.0;2.5;3.6595238095238094;0;0.20;zY5wsvJA1E;False;0;4.0;30.0;8.0;1.0;30.0;Noctiluca;21;1-4;165;30;27.99;47.99;37.99;0.00;933;2019.0;noctiluca
70;0.0;0.0;3.821428571428571;0;0.29;htV4CDBuZq;False;0;4.0;60.0;14.0;2.0;30.0;War Chest: Nobility;7;2-4;0;30-60;17.79;33.95;20.95;19.99;833;2019.0;war chest: nobility
71;0.0;0.0;2.0;0;0.00;FSCGuE7mGY;False;15;4.0;60.0;10.0;2.0;45.0;Azul: Queen's Garden;1;2-4;9;45-60;35.97;52.01;46.95;34.19;779;2021.0;azul: queen's garden
72;0.0;0.0;4.375;0;0.00;tySccwG07G;False;0;4.0;30.0;10.0;2.0;30.0;Remember Our Trip;4;2-4;57;30;0.00;0.00;54.95;23.85;774;2019.0;remember our trip
73;0.0;0.0;4.216666666666667;0;0.54;tJMBajbRGh;False;7;4.0;45.0;10.0;1.0;30.0;Kōhaku;3;1-4;28;30-45;22.99;55.95;27.95;0.00;751;2019.0;kōhaku
74;0.0;0.0;3.75;0;0.31;thK7wsPeYC;False;0;4.0;60.0;10.0;2.0;45.0;Succulent;8;2-4;34;45-60;31.00;71.99;42.95;0.00;644;2020.0;succulent
75;2.0;2.0;3.625;0;0.30;Fdh9Ad4VCD;False;0;4.0;30.0;10.0;2.0;30.0;Mandala Stones;4;2-4;57;30;27.97;30.56;39.99;19.99;590;2021.0;mandala stones
76;0.0;0.0;3.600925925925926;0;0.00;xHfLl6lTbD;False;0;5.0;45.0;8.0;2.0;30.0;Kerala;18;2-5;103;30-45;0.00;0.00;44.99;26.76;548;2016.0;kerala
77;2.0;3.0;3.8333333333333335;0;0.20;4LjSsonJFl;False;0;4.0;60.0;14.0;2.0;30.0;War Chest: Siege;3;2-4;0;30-60;19.99;39.95;20.95;19.87;537;2021.0;war chest: siege
78;0.0;0.0;4.0;0;0.20;Cha0zaYoh2;False;0;2.0;20.0;10.0;2.0;20.0;Great Plains;2;2;35;20;23.99;42.95;30.07;18.28;506;2021.0;great plains
79;0.0;0.0;3.5;0;0.30;TVT1BKz2jM;False;0;4.0;60.0;13.0;2.0;20.0;Holi: Festival of Colors;3;2-4;49;20-60;27.99;49.95;33.57;31.99;485;2020.0;holi: festival of colors
80;0.0;0.0;3.4916666666666667;0;0.40;039decNLfZ;False;0;4.0;20.0;7.0;2.0;20.0;Ctrl;6;2-4;25;20;15.00;38.95;18.87;19.87;438;2020.0;ctrl
81;0.0;0.0;3.3886363636363632;0;0.31;FNznYWWCm7;False;0;2.0;30.0;14.0;2.0;20.0;Nanga Parbat;11;2;55;20-30;15.97;32.46;20.44;18.39;384;2021.0;nanga parbat
82;0.0;0.0;0.0;0;0.16;Fyvv7W4vnn;False;0;4.0;45.0;8.0;1.0;30.0;Rossio;0;1-4;7;30-45;37.95;51.95;37.17;0.00;382;2020.0;rossio
83;0.0;0.0;3.607142857142857;0;0.10;VhN5sGmKZb;False;0;4.0;30.0;13.0;2.0;15.0;Fire Tower;7;2-4;41;15-30;44.00;0.00;44.95;0.00;367;2018.0;fire tower
84;2.0;2.0;3.525;0;0.28;zGBqvE4CZM;False;0;6.0;45.0;10.0;3.0;20.0;The Alpha;10;3-6;10;20-45;21.49;0.00;26.95;0.00;361;2020.0;the alpha
85;0.0;0.0;4.4;0;0.33;1AYiuFpB8C;False;0;4.0;60.0;13.0;1.0;30.0;Gorinto;2;1-4;39;30-60;27.00;52.01;34.07;24.00;335;2020.0;gorinto
86;0.0;0.0;4.5;0;0.31;oCbWdqJTAW;False;0;4.0;45.0;8.0;2.0;20.0;Ganesha;2;2-4;3;20-45;26.99;55.95;34.74;31.01;326;2020.0;ganesha
